Mod:Item:MetaData, Localized Name
ThermalFoundation:tool.sickleElectrum, Электрумовый серп
ThermalFoundation:tool.bowElectrum, Укреплённый электрумом лук
ThermalFoundation:armor.helmetInvar, Инваровый шлем
ThermalFoundation:armor.plateInvar, Инваровая кираса
ThermalFoundation:armor.legsInvar, Инваровые поножи
ThermalFoundation:armor.bootsInvar, Инваровые ботинки
ThermalFoundation:tool.swordInvar, Инваровый меч
ThermalFoundation:tool.shovelInvar, Инваровая лопата
ThermalFoundation:tool.pickaxeInvar, Инваровая кирка
ThermalFoundation:tool.axeInvar, Инваровый топор
ThermalFoundation:tool.hoeInvar, Инваровая мотыга
ThermalFoundation:tool.shearsInvar, Инваровые ножницы
ThermalFoundation:tool.fishingRodInvar, Инваровая удочка
ThermalFoundation:tool.sickleInvar, Инваровый серп
ThermalFoundation:tool.bowInvar, Укреплённый инваром лук
ThermalFoundation:armor.helmetBronze, Бронзовый шлем
ThermalFoundation:armor.plateBronze, Бронзовая кираса
ThermalFoundation:armor.legsBronze, Бронзовые поножи
ThermalFoundation:armor.bootsBronze, Бронзовые ботинки
ThermalFoundation:tool.swordBronze, Бронзовый меч
ThermalFoundation:tool.shovelBronze, Бронзовая лопата
ThermalFoundation:tool.pickaxeBronze, Бронзовая кирка
ThermalFoundation:tool.axeBronze, Бронзовый топор
ThermalFoundation:tool.hoeBronze, Бронзовая мотыга
ThermalFoundation:tool.shearsBronze, Бронзовые ножницы
ThermalFoundation:tool.fishingRodBronze, Бронзовая удочка
ThermalFoundation:tool.sickleBronze, Бронзовый серп
ThermalFoundation:tool.bowBronze, Укреплённый бронзой лук
ThermalFoundation:armor.helmetPlatinum, Блестящий шлем
ThermalFoundation:armor.platePlatinum, Блестящая кираса
ThermalFoundation:armor.legsPlatinum, Блестящие поножи
ThermalFoundation:armor.bootsPlatinum, Блестящие ботинки
ThermalFoundation:tool.swordPlatinum, Блестящий меч
ThermalFoundation:tool.shovelPlatinum, Блестящая лопата
ThermalFoundation:tool.pickaxePlatinum, Блестящая кирка
ThermalFoundation:tool.axePlatinum, Блестящий топор
ThermalFoundation:tool.hoePlatinum, Блестящая мотыга
ThermalFoundation:tool.shearsPlatinum, Блестящие ножницы
ThermalFoundation:tool.fishingRodPlatinum, Блестящая удочка
ThermalFoundation:tool.sicklePlatinum, Блестящий серп
ThermalFoundation:tool.bowPlatinum, Укреплённый платиной лук
ExtraUtilities:glove, Перчатка
ExtraUtilities:heatingElement, Нагревательная катушка
ExtraUtilities:mini-soul:0, Фрагмент души
ExtraUtilities:mini-soul:3, Фрагмент души
ExtraUtilities:angelRing:0, Ангельское кольцо
ExtraUtilities:angelRing:1, Ангельское кольцо
ExtraUtilities:angelRing:2, Ангельское кольцо
ExtraUtilities:angelRing:3, Ангельское кольцо
ExtraUtilities:angelRing:4, Ангельское кольцо
ExtraUtilities:paintbrush:0, Кисточка
ExtraUtilities:nodeUpgrade:0, Улучшение скорости
ExtraUtilities:nodeUpgrade:1, Предметный фильтр
ExtraUtilities:nodeUpgrade:2, Улучшение «Взаимодействие с миром»
ExtraUtilities:nodeUpgrade:3, Улучшение «Стак»
ExtraUtilities:nodeUpgrade:4, Творческое улучшение
ExtraUtilities:nodeUpgrade:5, Передатчик Края
ExtraUtilities:nodeUpgrade:6, Приёмник Края
ExtraUtilities:nodeUpgrade:7, Улучшение «Поиск в глубину»
ExtraUtilities:nodeUpgrade:8, Улучшение «Поиск в ширину»
ExtraUtilities:nodeUpgrade:9, Улучшение «Круговая система»
ExtraUtilities:nodeUpgrade:10, Предметный фильтр (Продвинутый)
ExtraUtilities:lawSword, Kikoku
ExtraUtilities:golden_lasso:0, Золотое лассо
ExtraUtilities:divisionSigil, Сигил деления
ExtraUtilities:unstableingot:0, Нестабильный слиток
ExtraUtilities:unstableingot:1, Полустабильный самородок
ExtraUtilities:unstableingot:2, Мобиус "Нестабильный/Cтабильный" слиток
ExtraUtilities:builderswand, Жезл строителя
ExtraUtilities:shears, Острые ножницы
ExtraUtilities:creativebuilderswand, Творческий жезл строителя
ExtraUtilities:ethericsword, Эфирный меч
ExtraUtilities:erosionShovel, Эрозийная лопата
ExtraUtilities:destructionpickaxe, Разрушающая кирка
ExtraUtilities:defoliageAxe, Исцеляющий топор
ExtraUtilities:temporalHoe, Реверсивная мотыга
ExtraUtilities:sonar_goggles, Сонарные очки
ExtraUtilities:watering_can, Лейка
ExtraUtilities:scanner, Переносной сканер
ExtraUtilities:golden_bag, Золотой мешочек удержания
ExtraUtilities:bedrockiumIngot, Слиток бедрокия
Mantle:mantleBook:0, Mantle:item.mantle.manual.beginner.name
Mantle:mantleBook:1, Mantle:item.mantle.manual.toolstation.name
Mantle:mantleBook:2, Mantle:item.mantle.manual.smeltery.name
Mantle:mantleBook:3, Mantle:item.mantle.manual.diary.name
ImmersiveEngineering:metal:0, Медный слиток
ImmersiveEngineering:metal:1, Алюминиевый слиток
ImmersiveEngineering:metal:2, Свинцовый слиток
ImmersiveEngineering:metal:3, Серебряный слиток
ImmersiveEngineering:metal:4, Никелевый слиток
ImmersiveEngineering:metal:5, Константановый слиток
ImmersiveEngineering:metal:6, Электрумовый слиток
ImmersiveEngineering:metal:7, Стальной слиток
ImmersiveEngineering:metal:8, Железная пыль
ImmersiveEngineering:metal:9, Золотая пыль
ImmersiveEngineering:metal:10, Медная пыль
ImmersiveEngineering:metal:11, Алюминиевая пыль
ImmersiveEngineering:metal:12, Свинцовая пыль
ImmersiveEngineering:metal:13, Серебряная пыль
ImmersiveEngineering:metal:14, Никелевая пыль
ImmersiveEngineering:metal:15, Константановая пыль
ImmersiveEngineering:metal:16, Электрумовая пыль
ImmersiveEngineering:metal:17, Коксовая пыль
ImmersiveEngineering:metal:18, Кварцевая пыль
ImmersiveEngineering:metal:19, Пыль ВОП графита
ImmersiveEngineering:metal:20, Слиток ВОП графита
ImmersiveEngineering:metal:21, Железный самородок
ImmersiveEngineering:metal:22, Медный самородок
ImmersiveEngineering:metal:23, Алюминиевый самородок
ImmersiveEngineering:metal:24, Свинцовый самородок
ImmersiveEngineering:metal:25, Серебряный самородок
ImmersiveEngineering:metal:26, Никелевый самородок
ImmersiveEngineering:metal:27, Константановый самородок
ImmersiveEngineering:metal:28, Электрумовый самородок
ImmersiveEngineering:metal:29, Стальной самородок
ImmersiveEngineering:metal:30, Iron Plate
ImmersiveEngineering:metal:32, Aluminium Plate
ImmersiveEngineering:metal:33, Lead Plate
ImmersiveEngineering:metal:36, Constantan Plate
ImmersiveEngineering:metal:38, Steel Plate
ImmersiveEngineering:material:0, Обработанная палка
ImmersiveEngineering:material:1, Часть водяного колеса
ImmersiveEngineering:material:2, Лопасть ветряной мельницы
ImmersiveEngineering:material:3, Волокно промышленной конопли
ImmersiveEngineering:material:4, Прочная ткань
ImmersiveEngineering:material:5, Улучшенная лопасть ветряной мельницы
ImmersiveEngineering:material:6, Коксовый уголь
ImmersiveEngineering:material:7, Револьверное дуло
ImmersiveEngineering:material:8, Револьверный барабан
ImmersiveEngineering:material:9, Деревянная рукоятка
ImmersiveEngineering:material:10, Револьверный курок
ImmersiveEngineering:material:11, Железный механический компонент
ImmersiveEngineering:material:12, Стальной механический компонент
ImmersiveEngineering:material:13, Шлак
ImmersiveEngineering:material:14, Iron Rod
ImmersiveEngineering:material:15, Steel Rod
ImmersiveEngineering:material:16, Aluminium Rod
ImmersiveEngineering:seed:0, Семена промышленной конопли
ImmersiveEngineering:coil:0, Катушка медного провода
ImmersiveEngineering:coil:1, Катушка электрумового провода
ImmersiveEngineering:coil:2, Катушка высоковольтного провода
ImmersiveEngineering:coil:3, Катушка конопляной верёвки
ImmersiveEngineering:coil:4, Катушка стального кабеля
ImmersiveEngineering:tool:0, Молот инженера
ImmersiveEngineering:tool:1, Плоскогубцы инженера
ImmersiveEngineering:tool:2, Вольтметр инженера
ImmersiveEngineering:tool:3, Руководство инженера
ImmersiveEngineering:toolbox, Engineer's Toolbox
ImmersiveEngineering:revolver:0, Револьвер
ImmersiveEngineering:revolver:1, Ускоритель заряжания для револьвера
ImmersiveEngineering:bullet:0, Пустой патрон
ImmersiveEngineering:bullet:1, Пустая гильза
ImmersiveEngineering:bullet:2, .454 Casull
ImmersiveEngineering:bullet:3, Бронебойный патрон
ImmersiveEngineering:bullet:4, Картечь
ImmersiveEngineering:bullet:5, Фугасный патрон
ImmersiveEngineering:bullet:6, Патрон «Дыхание дракона»
ImmersiveEngineering:bullet:7, Самонаводящийся патрон
ImmersiveEngineering:bullet:8, Wolfpack Cartridge
ImmersiveEngineering:bullet:9, Серебряный патрон
ImmersiveEngineering:bullet:10, Патрон-пузырёк
ImmersiveEngineering:fluidContainers:0, Бутылка креозота
ImmersiveEngineering:fluidContainers:1, Ведро креозота
ImmersiveEngineering:fluidContainers:2, Бутылка растительного масла
ImmersiveEngineering:fluidContainers:3, Ведро растительного масла
ImmersiveEngineering:fluidContainers:4, Бутылка этанола
ImmersiveEngineering:fluidContainers:5, Ведро этанола
ImmersiveEngineering:fluidContainers:6, Бутылка биодизеля
ImmersiveEngineering:fluidContainers:7, Ведро биодизеля
ImmersiveEngineering:drill:0, Бур
ImmersiveEngineering:drillhead:0, Стальной шнек бура
ImmersiveEngineering:drillhead:1, Железный шнек бура
ImmersiveEngineering:toolupgrade:0, Внутренний резервуар окислителя
ImmersiveEngineering:toolupgrade:1, Продвинутая смазочная система
ImmersiveEngineering:toolupgrade:2, Дополнительные шнеки
ImmersiveEngineering:toolupgrade:3, Большой топливный резервуар
ImmersiveEngineering:toolupgrade:4, Штык
ImmersiveEngineering:toolupgrade:5, Увеличенный магазин
ImmersiveEngineering:toolupgrade:6, Усилитель электронных трубок
ImmersiveEngineering:toolupgrade:7, Focused Nozzle
ImmersiveEngineering:toolupgrade:8, Precision Scope
ImmersiveEngineering:toolupgrade:9, Additional Capacitors
ImmersiveEngineering:skyhook, Небесный крюк инженера
ImmersiveEngineering:blueprint, Чертёж инженера
ImmersiveEngineering:graphiteElectrode, Графитовый электрод
ImmersiveEngineering:shader, Shader
ImmersiveEngineering:shaderBag, Shader Grabbag
ImmersiveEngineering:jerrycan, Jerrycan
ImmersiveEngineering:chemthrower, Chemical Thrower
ImmersiveEngineering:railgun, Railgun
ImmersiveEngineering:mold:0, Metal Press Mold: Plate
ImmersiveEngineering:mold:2, Metal Press Mold: Rod
ThermalExpansion:wrench:0, Серповидный молот
ThermalExpansion:tool.battleWrenchInvar, Боевой ключ
ThermalExpansion:igniter, item.thermalexpansion.tool.name
ThermalExpansion:chiller, item.thermalexpansion.tool.name
ThermalExpansion:pump, item.thermalexpansion.tool.name
ThermalExpansion:transfuser, item.thermalexpansion.tool.name
ThermalExpansion:capacitor:0, Творческий флаксовый конденсатор
ThermalExpansion:capacitor:1, Неровный флаксовый конденсатор
ThermalExpansion:capacitor:2, Свинцовый флаксовый конденсатор
ThermalExpansion:capacitor:2, Свинцовый флаксовый конденсатор
ThermalExpansion:capacitor:3, Усиленный флаксовый конденсатор
ThermalExpansion:capacitor:3, Усиленный флаксовый конденсатор
ThermalExpansion:capacitor:4, Красный флаксовый конденсатор
ThermalExpansion:capacitor:4, Красный флаксовый конденсатор
ThermalExpansion:capacitor:5, Резонирующий флаксовый конденсатор
ThermalExpansion:capacitor:5, Резонирующий флаксовый конденсатор
ThermalExpansion:satchel:0, Творческая сумка
ThermalExpansion:satchel:1, Сумка
ThermalExpansion:satchel:2, Усиленная сумка
ThermalExpansion:satchel:3, Укреплённая сумка
ThermalExpansion:satchel:4, Резонирующая сумка
ThermalExpansion:florb:0, Некорректный предмет (Уничтожен) (Пусто§r)
ThermalExpansion:florb:1, Некорректный предмет (Уничтожен) (Пусто§r)
TConstruct:goldHead:0, Золотистая голова
TConstruct:strangeFood:0, Желатиновая слизь
TConstruct:strangeFood:1, Свернувшаяся кровь
TConstruct:strangeFood:2, Бекон
TConstruct:oreBerries:0, Кусочки железа
TConstruct:oreBerries:1, Кусочки золота
TConstruct:oreBerries:2, Кусочки меди
TConstruct:oreBerries:3, Кусочки олова
TConstruct:oreBerries:4, Кусочки алюминия
TConstruct:oreBerries:5, Кусочки концентрированной эссенции
TConstruct:titleIcon:0, Призвать существо - Синий слизень
TConstruct:titleIcon:1, Призвать существо - Король слизней
TConstruct:blankPattern:0, Пустая схема
TConstruct:blankPattern:1, Пустой слепок
TConstruct:blankPattern:2, Пустой слепок
TConstruct:materials:0, Кучка бумаги
TConstruct:materials:1, Слизневый кристалл
TConstruct:materials:2, Обожжённый кирпич
TConstruct:materials:3, Кобальтовый слиток
TConstruct:materials:4, Ардитовый слиток
TConstruct:materials:5, Мануллиновый слиток
TConstruct:materials:6, Шарик мха
TConstruct:materials:7, Лавовый кристалл
TConstruct:materials:8, Некротическая кость
TConstruct:materials:9, Медный слиток
TConstruct:materials:10, Оловянный слиток
TConstruct:materials:11, Алюминиевый слиток
TConstruct:materials:12, Необработанный алюминий
TConstruct:materials:13, Бронзовый слиток
TConstruct:materials:14, Слиток алюминиевой латуни
TConstruct:materials:15, Алюмитовый слиток
TConstruct:materials:16, Стальной слиток
TConstruct:materials:17, Слизневый кристалл
TConstruct:materials:18, Обсидиановый слиток
TConstruct:materials:19, Железный самородок
TConstruct:materials:20, Медный самородок
TConstruct:materials:21, Оловянный самородок
TConstruct:materials:22, Алюминиевый самородок
TConstruct:materials:24, Самородок алюминиевой латуни
TConstruct:materials:25, Шелковистая ткань
TConstruct:materials:26, Шелковистая драгоценность
TConstruct:materials:27, Обсидиановый самородок
TConstruct:materials:28, Кобальтовый самородок
TConstruct:materials:29, Ардитовый самородок
TConstruct:materials:30, Мануллиновый самородок
TConstruct:materials:31, Бронзовый самородок
TConstruct:materials:32, Алюмитовый самородок
TConstruct:materials:33, Стальной самородок
TConstruct:materials:34, Слиток свиного железа
TConstruct:materials:35, Тарелка свиного железа
TConstruct:materials:36, Шарик клея
TConstruct:materials:37, Обожжённый кирпич
TConstruct:materials:38, Ардитовая пыль
TConstruct:materials:39, Кобальтовая пыль
TConstruct:materials:40, Алюминиевая пыль
TConstruct:materials:41, Мануллиновая пыль
TConstruct:materials:42, Пыль алюминиевой латуни
TConstruct:woodPattern:1, Схема стержня
TConstruct:woodPattern:2, Схема обуха кирки
TConstruct:woodPattern:3, Схема штыка лопаты
TConstruct:woodPattern:4, Схема обуха топора
TConstruct:woodPattern:5, Схема лезвия меча
TConstruct:woodPattern:6, Схема широкой гарды
TConstruct:woodPattern:7, Схема малой гарды
TConstruct:woodPattern:8, Схема поперечной гарды
TConstruct:woodPattern:9, Схема крепления
TConstruct:woodPattern:10, Схема сковороды
TConstruct:woodPattern:11, Схема широкой таблички
TConstruct:woodPattern:12, Схема лезвия ножа
TConstruct:woodPattern:13, Схема лезвия стамески
TConstruct:woodPattern:14, Схема прочного стержня
TConstruct:woodPattern:15, Схема прочного крепления
TConstruct:woodPattern:16, Схема большой пластины
TConstruct:woodPattern:17, Схема большого обуха топора
TConstruct:woodPattern:18, Схема лезвия косы
TConstruct:woodPattern:19, Схема пластины копалки
TConstruct:woodPattern:20, Схема большого лезвия
TConstruct:woodPattern:21, Схема бойка молота
TConstruct:woodPattern:22, Схема полной гарды
TConstruct:woodPattern:23, Схема тетивы
TConstruct:woodPattern:24, Схема оперения
TConstruct:woodPattern:25, Схема наконечника стрелы
TConstruct:manualBook:0, Материалы и Вы: Том 1
TConstruct:manualBook:1, Материалы и Вы: Том 2
TConstruct:manualBook:2, Могучая металлургия
TConstruct:manualBook:3, Дневник инженера
TConstruct:manualBook:4, Вооружение инженера
TConstruct:pickaxe, Кирка
TConstruct:shovel, Лопата
TConstruct:hatchet, Топорик
TConstruct:broadsword, Палаш
TConstruct:longsword, Полуторный меч
TConstruct:rapier, Рапира
TConstruct:dagger, Кинжал
TConstruct:cutlass, Сабля
TConstruct:frypan, Сковорода
TConstruct:battlesign, Боевая табличка
TConstruct:mattock, Мотыготопор
TConstruct:chisel, Стамеска
TConstruct:lumberaxe, Большой топор
TConstruct:cleaver, Тесак
TConstruct:scythe, Коса
TConstruct:excavator, Копалка
TConstruct:hammer, Молот
TConstruct:battleaxe, Боевой топор
TConstruct:potionLauncher, Метатель зелий
TConstruct:toolRod:0, Деревянный стержень
TConstruct:toolRod:1, Каменный стержень
TConstruct:toolRod:2, Железный стержень
TConstruct:toolRod:3, Кремниевый стержень
TConstruct:toolRod:4, Кактусовый стержень
TConstruct:toolRod:5, Костяной стержень
TConstruct:toolRod:6, Обсидиановый стержень
TConstruct:toolRod:7, Стержень из камня Нижнего мира
TConstruct:toolRod:8, Слизневый стержень
TConstruct:toolRod:9, Бумажный стержень
TConstruct:toolRod:10, Кобальтовый стержень
TConstruct:toolRod:11, Ардитовый стержень
TConstruct:toolRod:12, Мануллиновый стержень
TConstruct:toolRod:13, Медный стержень
TConstruct:toolRod:14, Бронзовый стержень
TConstruct:toolRod:15, Алюмитовый стержень
TConstruct:toolRod:16, Стальной стержень
TConstruct:toolRod:17, Стержень из синей слизи
TConstruct:toolRod:18, Стержень из свиного железа
TConstruct:toolShard:1, Каменный осколок
TConstruct:toolShard:3, Кремниевый осколок
TConstruct:toolShard:4, Кактусовый осколок
TConstruct:toolShard:6, Обсидиановый осколок
TConstruct:toolShard:7, Осколок камня Нижнего мира
TConstruct:toolShard:8, Слизневый осколок
TConstruct:toolShard:17, Осколок синей слизи
TConstruct:pickaxeHead:0, Деревянный обух кирки
TConstruct:pickaxeHead:1, Каменный обух кирки
TConstruct:pickaxeHead:2, Железный обух кирки
TConstruct:pickaxeHead:3, Кремниевый обух кирки
TConstruct:pickaxeHead:4, Кактусовый обух кирки
TConstruct:pickaxeHead:5, Костяной обух кирки
TConstruct:pickaxeHead:6, Обсидиановый обух кирки
TConstruct:pickaxeHead:7, Обух кирки из камня Нижнего мира
TConstruct:pickaxeHead:8, Слизневый обух кирки
TConstruct:pickaxeHead:9, Бумажный обух кирки
TConstruct:pickaxeHead:10, Кобальтовый обух кирки
TConstruct:pickaxeHead:11, Ардитовый обух кирки
TConstruct:pickaxeHead:12, Мануллиновый обух кирки
TConstruct:pickaxeHead:13, Медный обух кирки
TConstruct:pickaxeHead:14, Бронзовый обух кирки
TConstruct:pickaxeHead:15, Алюмитовый обух кирки
TConstruct:pickaxeHead:16, Стальной обух кирки
TConstruct:pickaxeHead:17, Обух кирки из синей слизи
TConstruct:pickaxeHead:18, Обух кирки из свиного железа
TConstruct:shovelHead:0, Деревянный штык лопаты
TConstruct:shovelHead:1, Каменный штык лопаты
TConstruct:shovelHead:2, Железный штык лопаты
TConstruct:shovelHead:3, Кремниевый штык лопаты
TConstruct:shovelHead:4, Кактусовый штык лопаты
TConstruct:shovelHead:5, Костяной штык лопаты
TConstruct:shovelHead:6, Обсидиановый штык лопаты
TConstruct:shovelHead:7, Штык лопаты из камня Нижнего мира
TConstruct:shovelHead:8, Слизневый штык лопаты
TConstruct:shovelHead:9, Бумажный штык лопаты
TConstruct:shovelHead:10, Кобальтовый штык лопаты
TConstruct:shovelHead:11, Ардитовый штык лопаты
TConstruct:shovelHead:12, Мануллиновый штык лопаты
TConstruct:shovelHead:13, Медный штык лопаты
TConstruct:shovelHead:14, Бронзовый штык лопаты
TConstruct:shovelHead:15, Алюмитовый штык лопаты
TConstruct:shovelHead:16, Стальной штык лопаты
TConstruct:shovelHead:17, Штык лопаты из синей слизи
TConstruct:shovelHead:18, Штык лопаты из свиного железа
TConstruct:hatchetHead:0, Деревянный обух топора
TConstruct:hatchetHead:1, Каменный обух топора
TConstruct:hatchetHead:2, Железный обух топора
TConstruct:hatchetHead:3, Кремниевый обух топора
TConstruct:hatchetHead:4, Кактусовый обух топора
TConstruct:hatchetHead:5, Костяной обух топора
TConstruct:hatchetHead:6, Обсидиановый обух топора
TConstruct:hatchetHead:7, Обух топора из камня Нижнего мира
TConstruct:hatchetHead:8, Слизневый обух топора
TConstruct:hatchetHead:9, Бумажный обух топора
TConstruct:hatchetHead:10, Кобальтовый обух топора
TConstruct:hatchetHead:11, Ардитовый обух топора
TConstruct:hatchetHead:12, Мануллиновый обух топора
TConstruct:hatchetHead:13, Медный обух топора
TConstruct:hatchetHead:14, Бронзовый обух топора
TConstruct:hatchetHead:15, Алюмитовый обух топора
TConstruct:hatchetHead:16, Стальной обух топора
TConstruct:hatchetHead:17, Обух топора из синей слизи
TConstruct:hatchetHead:18, Обух топора из свиного железа
TConstruct:binding:0, Деревянное крепление
TConstruct:binding:1, Каменное крепление
TConstruct:binding:2, Железное крепление
TConstruct:binding:3, Кремниевое крепление
TConstruct:binding:4, Кактусовое крепление
TConstruct:binding:5, Костяное крепление
TConstruct:binding:6, Обсидиановое крепление
TConstruct:binding:7, Крепление из камня Нижнего мира
TConstruct:binding:8, Слизневое крепление
TConstruct:binding:9, Бумажное крепление
TConstruct:binding:10, Кобальтовое крепление
TConstruct:binding:11, Ардитовое крепление
TConstruct:binding:12, Мануллиновое крепление
TConstruct:binding:13, Медное крепление
TConstruct:binding:14, Бронзовое крепление
TConstruct:binding:15, Алюмитовое крепление
TConstruct:binding:16, Стальное крепление
TConstruct:binding:17, Крепление из синей слизи
TConstruct:binding:18, Крепление из свиного железа
TConstruct:toughBinding:0, Деревянное прочное крепление
TConstruct:toughBinding:1, Каменное прочное крепление
TConstruct:toughBinding:2, Железное прочное крепление
TConstruct:toughBinding:3, Кремниевое прочное крепление
TConstruct:toughBinding:4, Кактусовое прочное крепление
TConstruct:toughBinding:5, Костяное прочное крепление
TConstruct:toughBinding:6, Обсидиановое прочное крепление
TConstruct:toughBinding:7, Прочное крепление из камня Нижнего мира
TConstruct:toughBinding:8, Слизневое прочное крепление
TConstruct:toughBinding:9, Бумажное прочное крепление
TConstruct:toughBinding:10, Кобальтовое прочное крепление
TConstruct:toughBinding:11, Ардитовое прочное крепление
TConstruct:toughBinding:12, Мануллиновое прочное крепление
TConstruct:toughBinding:13, Медное прочное крепление
TConstruct:toughBinding:14, Бронзовое прочное крепление
TConstruct:toughBinding:15, Алюмитовое прочное крепление
TConstruct:toughBinding:16, Стальное прочное крепление
TConstruct:toughBinding:17, Прочное крепление из синей слизи
TConstruct:toughBinding:18, Прочное крепление из свиного железа
TConstruct:toughRod:0, Деревянный прочный стержень
TConstruct:toughRod:1, Каменный прочный стержень
TConstruct:toughRod:2, Железный прочный стержень
TConstruct:toughRod:3, Кремниевый прочный стержень
TConstruct:toughRod:4, Кактусовый прочный стержень
TConstruct:toughRod:5, Костяной прочный стержень
TConstruct:toughRod:6, Обсидиановый прочный стержень
TConstruct:toughRod:7, Прочный стержень из камня Нижнего мира
TConstruct:toughRod:8, Слизневый прочный стержень
TConstruct:toughRod:9, Бумажный прочный стержень
TConstruct:toughRod:10, Кобальтовый прочный стержень
TConstruct:toughRod:11, Ардитовый прочный стержень
TConstruct:toughRod:12, Мануллиновый прочный стержень
TConstruct:toughRod:13, Медный прочный стержень
TConstruct:toughRod:14, Бронзовый прочный стержень
TConstruct:toughRod:15, Алюмитовый прочный стержень
TConstruct:toughRod:16, Стальной прочный стержень
TConstruct:toughRod:17, Прочный стержень из синей слизи
TConstruct:toughRod:18, Прочный стержень из свиного железа
TConstruct:heavyPlate:0, Деревянная большая пластина
TConstruct:heavyPlate:1, Каменная большая пластина
TConstruct:heavyPlate:2, Железная большая пластина
TConstruct:heavyPlate:3, Кремниевая большая пластина
TConstruct:heavyPlate:4, Кактусовая большая пластина
TConstruct:heavyPlate:5, Костяная большая пластина
TConstruct:heavyPlate:6, Обсидиановая большая пластина
TConstruct:heavyPlate:7, Большая пластина из камня Нижнего мира
TConstruct:heavyPlate:8, Слизневая большая пластина
TConstruct:heavyPlate:9, Бумажная большая пластина
TConstruct:heavyPlate:10, Кобальтовая большая пластина
TConstruct:heavyPlate:11, Ардитовая большая пластина
TConstruct:heavyPlate:12, Мануллиновая большая пластина
TConstruct:heavyPlate:13, Медная большая пластина
TConstruct:heavyPlate:14, Бронзовая большая пластина
TConstruct:heavyPlate:15, Алюмитовая большая пластина
TConstruct:heavyPlate:16, Стальная большая пластина
TConstruct:heavyPlate:17, Большая пластина из синей слизи
TConstruct:heavyPlate:18, Большая пластина из свиного железа
TConstruct:swordBlade:0, Деревянное лезвие меча
TConstruct:swordBlade:1, Каменное лезвие меча
TConstruct:swordBlade:2, Железное лезвие меча
TConstruct:swordBlade:3, Кремниевое лезвие меча
TConstruct:swordBlade:4, Кактусовое лезвие меча
TConstruct:swordBlade:5, Костяное лезвие меча
TConstruct:swordBlade:6, Обсидиановое лезвие меча
TConstruct:swordBlade:7, Лезвие меча из камня Нижнего мира
TConstruct:swordBlade:8, Слизневое лезвие меча
TConstruct:swordBlade:9, Бумажное лезвие меча
TConstruct:swordBlade:10, Кобальтовое лезвие меча
TConstruct:swordBlade:11, Ардитовое лезвие меча
TConstruct:swordBlade:12, Мануллиновое лезвие меча
TConstruct:swordBlade:13, Медное лезвие меча
TConstruct:swordBlade:14, Бронзовое лезвие меча
TConstruct:swordBlade:15, Алюмитовое лезвие меча
TConstruct:swordBlade:16, Стальное лезвие меча
TConstruct:swordBlade:17, Лезвие меча из синей слизи
TConstruct:swordBlade:18, Лезвие меча из свиного железа
TConstruct:wideGuard:0, Деревянная широкая гарда
TConstruct:wideGuard:1, Каменная широкая гарда
TConstruct:wideGuard:2, Железная широкая гарда
TConstruct:wideGuard:3, Кремниевая широкая гарда
TConstruct:wideGuard:4, Кактусовая широкая гарда
TConstruct:wideGuard:5, Костяная широкая гарда
TConstruct:wideGuard:6, Обсидиановая широкая гарда
TConstruct:wideGuard:7, Широкая гарда из камня Нижнего мира
TConstruct:wideGuard:8, Слизневая широкая гарда
TConstruct:wideGuard:9, Бумажная широкая гарда
TConstruct:wideGuard:10, Кобальтовая широкая гарда
TConstruct:wideGuard:11, Ардитовая широкая гарда
TConstruct:wideGuard:12, Мануллиновая широкая гарда
TConstruct:wideGuard:13, Медная широкая гарда
TConstruct:wideGuard:14, Бронзовая широкая гарда
TConstruct:wideGuard:15, Алюмитовая широкая гарда
TConstruct:wideGuard:16, Стальная широкая гарда
TConstruct:wideGuard:17, Широкая гарда из синей слизи
TConstruct:wideGuard:18, Широкая гарда из свиного железа
TConstruct:handGuard:0, Деревянная малая гарда
TConstruct:handGuard:1, Каменная малая гарда
TConstruct:handGuard:2, Железная малая гарда
TConstruct:handGuard:3, Кремниевая малая гарда
TConstruct:handGuard:4, Кактусовая малая гарда
TConstruct:handGuard:5, Костяная малая гарда
TConstruct:handGuard:6, Обсидиановая малая гарда
TConstruct:handGuard:7, Малая гарда из камня Нижнего мира
TConstruct:handGuard:8, Слизневая малая гарда
TConstruct:handGuard:9, Бумажная малая гарда
TConstruct:handGuard:10, Кобальтовая малая гарда
TConstruct:handGuard:11, Ардитовая малая гарда
TConstruct:handGuard:12, Мануллиновая малая гарда
TConstruct:handGuard:13, Медная малая гарда
TConstruct:handGuard:14, Бронзовая малая гарда
TConstruct:handGuard:15, Алюмитовая малая гарда
TConstruct:handGuard:16, Стальная малая гарда
TConstruct:handGuard:17, Малая гарда из синей слизи
TConstruct:handGuard:18, Малая гарда из свиного железа
TConstruct:crossbar:0, Деревянная поперечная гарда
TConstruct:crossbar:1, Каменная поперечная гарда
TConstruct:crossbar:2, Железная поперечная гарда
TConstruct:crossbar:3, Кремниевая поперечная гарда
TConstruct:crossbar:4, Кактусовая поперечная гарда
TConstruct:crossbar:5, Костяная поперечная гарда
TConstruct:crossbar:6, Обсидиановая поперечная гарда
TConstruct:crossbar:7, Поперечная гарда из камня Нижнего мира
TConstruct:crossbar:8, Слизневая поперечная гарда
TConstruct:crossbar:9, Бумажная поперечная гарда
TConstruct:crossbar:10, Кобальтовая поперечная гарда
